"","TimeSeries","BroadcastTime","Transcript","TweetTime","Tweet","RTCount","IsRetweet","IsInfluenced"
"3913",2018-02-03 17:12:00,"","","","","","",""
"3914",2018-02-03 17:13:00,"","","","","","",""
"3915",2018-02-03 17:14:00,"","","","","","",""
"3916",2018-02-03 17:15:00,"","","","","","",""
"3917",2018-02-03 17:16:00,"","","","","","",""
"3918",2018-02-03 17:17:00,"","","","","","",""
"3919",2018-02-03 17:18:00,"","","","","","",""
"3920",2018-02-03 17:19:00,"","","","","","",""
"3921",2018-02-03 17:20:00,"","","","","","",""
"3922",2018-02-03 17:21:00,"","","","","","",""
"3923",2018-02-03 17:22:00,"","","","","","",""
"3924",2018-02-03 17:23:00,"","","","","","",""
"3925",2018-02-03 17:24:00,"","","","","","",""
"3926",2018-02-03 17:25:00,"","","","","","",""
"3927",2018-02-03 17:26:00,"","","","","","",""
"3928",2018-02-03 17:27:00,"","","","","","",""
"3929",2018-02-03 17:28:00,"","","","","","",""
"3930",2018-02-03 17:29:00,"","","","","","",""
"3931",2018-02-03 17:30:00,"","","","","","",""
"3932",2018-02-03 17:31:00,"","","","","","",""
"3933",2018-02-03 17:32:00,"","","","","","",""
"3934",2018-02-03 17:33:00,"","","","","","",""
"3935",2018-02-03 17:34:00,"","","","","","",""
"3936",2018-02-03 17:35:00,"","","","","","",""
"3937",2018-02-03 17:36:00,"","","","","","",""
"3938",2018-02-03 17:37:00,"","","","","","",""
"3939",2018-02-03 17:38:00,"","","","","","",""
"3940",2018-02-03 17:39:00,"","","","","","",""
"3941",2018-02-03 17:40:00,"","","","","","",""
"3942",2018-02-03 17:41:00,"","","","","","",""
"3943",2018-02-03 17:42:00,"","","","","","",""
"3944",2018-02-03 17:43:00,"","","","","","",""
"3945",2018-02-03 17:44:00,"","","","","","",""
"3946",2018-02-03 17:45:00,"","","","","","",""
"3947",2018-02-03 17:46:00,"","","","","","",""
"3948",2018-02-03 17:47:00,"","","","","","",""
"3949",2018-02-03 17:48:00,"","","","","","",""
"3950",2018-02-03 17:49:00,"","","","","","",""
"3951",2018-02-03 17:50:00,"","","","","","",""
"3952",2018-02-03 17:51:00,"","","","","","",""
"3953",2018-02-03 17:52:00,"","","","","","",""
"3954",2018-02-03 17:53:00,"","","","","","",""
"3955",2018-02-03 17:54:00,"","","","","","",""
"3956",2018-02-03 17:55:00,"","","","","","",""
"3957",2018-02-03 17:56:00,"","","","","","",""
"3958",2018-02-03 17:57:00,"","","","","","",""
"3959",2018-02-03 17:58:00,"","","","","","",""
"3960",2018-02-03 17:59:00,"","","","","","",""
"3961",2018-02-03 18:00:00,"","","","","","",""
"3962",2018-02-03 18:01:00,"","","","","","",""
"3963",2018-02-03 18:02:00,"","","","","","",""
"3964",2018-02-03 18:03:00,"","","","","","",""
"3965",2018-02-03 18:04:00,"","","","","","",""
"3966",2018-02-03 18:05:00,"","","","","","",""
"3967",2018-02-03 18:06:00,"","","","","","",""
"3968",2018-02-03 18:07:00,"","","","","","",""
"3969",2018-02-03 18:08:00,"","","","","","",""
"3970",2018-02-03 18:09:00,"","","","","","",""
"3971",2018-02-03 18:10:00,"","","","","","",""
"3972",2018-02-03 18:11:00,"","","","","","",""
"3973",2018-02-03 18:12:00,"","","","","","",""
"3974",2018-02-03 18:13:00,"","","","","","",""
"3975",2018-02-03 18:14:00,"","","","","","",""
"3976",2018-02-03 18:15:00,"","","","","","",""
"3977",2018-02-03 18:16:00,"","","","","","",""
"3978",2018-02-03 18:17:00,"","","","","","",""
"3979",2018-02-03 18:18:00,"","","","","","",""
"3980",2018-02-03 18:19:00,"","","","","","",""
"3981",2018-02-03 18:20:00,"","","","","","",""
"3982",2018-02-03 18:21:00,"","","","","","",""
"3983",2018-02-03 18:22:00,"","","","","","",""
"3984",2018-02-03 18:23:00,"","","","","","",""
"3985",2018-02-03 18:24:00,"","","","","","",""
"3986",2018-02-03 18:25:00,"","","","","","",""
"3987",2018-02-03 18:26:00,"","","","","","",""
"3988",2018-02-03 18:27:00,"","","","","","",""
"3989",2018-02-03 18:28:00,"","","","","","",""
"3990",2018-02-03 18:29:00,"","","","","","",""
"3991",2018-02-03 18:30:00,"","","","","","",""
"3992",2018-02-03 18:31:00,"","","","","","",""
"3993",2018-02-03 18:32:00,"","","","","","",""
"3994",2018-02-03 18:33:00,"","","","","","",""
"3995",2018-02-03 18:34:00,"","","","","","",""
"3996",2018-02-03 18:35:00,"","","","","","",""
"3997",2018-02-03 18:36:00,"","","","","","",""
"3998",2018-02-03 18:37:00,"","","","","","",""
"3999",2018-02-03 18:38:00,"","","","","","",""
"4000",2018-02-03 18:39:00,"","","","","","",""
"4001",2018-02-03 18:40:00,"","","","","","",""
"4002",2018-02-03 18:41:00,"","","","","","",""
"4003",2018-02-03 18:42:00,"","","","","","",""
"4004",2018-02-03 18:43:00,"","","","","","",""
"4005",2018-02-03 18:44:00,"","","","","","",""
"4006",2018-02-03 18:45:00,"","","","","","",""
"4007",2018-02-03 18:46:00,"","","","","","",""
"4008",2018-02-03 18:47:00,"","","","","","",""
"4009",2018-02-03 18:48:00,"","","","","","",""
"4010",2018-02-03 18:49:00,"","","","","","",""
"4011",2018-02-03 18:50:00,"","","","","","",""
"4012",2018-02-03 18:51:00,"","","","","","",""
"4013",2018-02-03 18:52:00,"","","","","","",""
"4014",2018-02-03 18:53:00,"","","","","","",""
"4015",2018-02-03 18:54:00,"","","","","","",""
"4016",2018-02-03 18:55:00,"","","","","","",""
"4017",2018-02-03 18:56:00,"","","","","","",""
"4018",2018-02-03 18:57:00,"","","","","","",""
"4019",2018-02-03 18:58:00,"","","","","","",""
"4020",2018-02-03 18:59:00,"","","","","","",""
"4021",2018-02-03 19:00:00,"","","","","","",""
"4022",2018-02-03 19:01:00,"","","","","","",""
"4023",2018-02-03 19:02:00,"","","","","","",""
"4024",2018-02-03 19:03:00,"","","","","","",""
"4025",2018-02-03 19:04:00,"","","","","","",""
"4026",2018-02-03 19:05:00,"","","","","","",""
"4027",2018-02-03 19:06:00,"","","","","","",""
"4028",2018-02-03 19:07:00,"","","","","","",""
"4029",2018-02-03 19:08:00,"","","","","","",""
"4030",2018-02-03 19:09:00,"","","","","","",""
"4031",2018-02-03 19:10:00,"","","","","","",""
"4032",2018-02-03 19:11:00,"","","","","","",""
"4033",2018-02-03 19:12:00,"","","","","","",""
"4034",2018-02-03 19:13:00,"","","","","","",""
"4035",2018-02-03 19:14:00,"","","","","","",""
"4036",2018-02-03 19:15:00,"","","","","","",""
"4037",2018-02-03 19:16:00,"","","","","","",""
"4038",2018-02-03 19:17:00,"","","","","","",""
"4039",2018-02-03 19:18:00,"","","","","","",""
"4040",2018-02-03 19:19:00,"","","","","","",""
"4041",2018-02-03 19:20:00,"","","","","","",""
"4042",2018-02-03 19:21:00,"","","","","","",""
"4043",2018-02-03 19:22:00,"","","","","","",""
"4044",2018-02-03 19:23:00,"","","","","","",""
"4045",2018-02-03 19:24:00,"","","","","","",""
"4046",2018-02-03 19:25:00,"","","","","","",""
"4047",2018-02-03 19:26:00,"","","2018-02-03 19:26:23","Great jobs numbers and finally after many years rising wages- and nobody even talks about them. Only Russia Russia Russia despite the fact that after a year of looking there is No Collusion!","30262","false",""
"4048",2018-02-03 19:27:00,"","","","","","",""
"4049",2018-02-03 19:28:00,"","","","","","",""
"4050",2018-02-03 19:29:00,"","","","","","",""
"4051",2018-02-03 19:30:00,"","","","","","",""
"4052",2018-02-03 19:31:00,"","","","","","",""
"4053",2018-02-03 19:32:00,"","","","","","",""
"4054",2018-02-03 19:33:00,"","","","","","",""
"4055",2018-02-03 19:34:00,"","","","","","",""
"4056",2018-02-03 19:35:00,"","","","","","",""
"4057",2018-02-03 19:36:00,"","","","","","",""
"4058",2018-02-03 19:37:00,"","","","","","",""
"4059",2018-02-03 19:38:00,"","","","","","",""
"4060",2018-02-03 19:39:00,"","","","","","",""
"4061",2018-02-03 19:40:00,"","","2018-02-03 19:40:24","“The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used to influence the 2016 election and its aftermath....The FBI failed to inform the FISA court that the Clinton campaign had funded the dossier....the FBI became....","37072","false",""
"4062",2018-02-03 19:41:00,"","","","","","",""
"4063",2018-02-03 19:42:00,"","","","","","",""
"4064",2018-02-03 19:43:00,"","","","","","",""
"4065",2018-02-03 19:44:00,"","","","","","",""
"4066",2018-02-03 19:45:00,"","","","","","",""
"4067",2018-02-03 19:46:00,"","","","","","",""
"4068",2018-02-03 19:47:00,"","","","","","",""
"4069",2018-02-03 19:48:00,"","","","","","",""
"4070",2018-02-03 19:49:00,"","","","","","",""
"4071",2018-02-03 19:50:00,"","","","","","",""
"4072",2018-02-03 19:51:00,"","","","","","",""
"4073",2018-02-03 19:52:00,"","","","","","",""
"4074",2018-02-03 19:53:00,"","","2018-02-03 19:53:18","...a tool of anti-Trump political actors. This is unacceptable in a democracy and ought to alarm anyone who wants the FBI to be a nonpartisan enforcer of the law....The FBI wasn’t straight with Congress as it hid most of these facts from investigators.” Wall Street Journal","35955","false",""
"4075",2018-02-03 19:54:00,"","","","","","",""
"4076",2018-02-03 19:55:00,"","","","","","",""
"4077",2018-02-03 19:56:00,"","","","","","",""
"4078",2018-02-03 19:57:00,"","","","","","",""
"4079",2018-02-03 19:58:00,"","","","","","",""
"4080",2018-02-03 19:59:00,"","","","","","",""
"4081",2018-02-03 20:00:00,"","","","","","",""
"4082",2018-02-03 20:01:00,"","","","","","",""
"4083",2018-02-03 20:02:00,"","","","","","",""
"4084",2018-02-03 20:03:00,"","","","","","",""
"4085",2018-02-03 20:04:00,"","","","","","",""
"4086",2018-02-03 20:05:00,"","","","","","",""
"4087",2018-02-03 20:06:00,"","","","","","",""
"4088",2018-02-03 20:07:00,"","","","","","",""
"4089",2018-02-03 20:08:00,"","","","","","",""
"4090",2018-02-03 20:09:00,"","","","","","",""
"4091",2018-02-03 20:10:00,"","","","","","",""
"4092",2018-02-03 20:11:00,"","","","","","",""
"4093",2018-02-03 20:12:00,"","","","","","",""
"4094",2018-02-03 20:13:00,"","","","","","",""
"4095",2018-02-03 20:14:00,"","","","","","",""
"4096",2018-02-03 20:15:00,"","","","","","",""
"4097",2018-02-03 20:16:00,"","","","","","",""
"4098",2018-02-03 20:17:00,"","","","","","",""
"4099",2018-02-03 20:18:00,"","","","","","",""
"4100",2018-02-03 20:19:00,"","","","","","",""
"4101",2018-02-03 20:20:00,"","","","","","",""
"4102",2018-02-03 20:21:00,"","","","","","",""
"4103",2018-02-03 20:22:00,"","","","","","",""
"4104",2018-02-03 20:23:00,"","","","","","",""
"4105",2018-02-03 20:24:00,"","","","","","",""
"4106",2018-02-03 20:25:00,"","","","","","",""
"4107",2018-02-03 20:26:00,"","","","","","",""
"4108",2018-02-03 20:27:00,"","","","","","",""
"4109",2018-02-03 20:28:00,"","","","","","",""
"4110",2018-02-03 20:29:00,"","","","","","",""
"4111",2018-02-03 20:30:00,"","","","","","",""
"4112",2018-02-03 20:31:00,"","","","","","",""
"4113",2018-02-03 20:32:00,"","","","","","",""
"4114",2018-02-03 20:33:00,"","","","","","",""
"4115",2018-02-03 20:34:00,"","","","","","",""
"4116",2018-02-03 20:35:00,"","","","","","",""
"4117",2018-02-03 20:36:00,"","","","","","",""
"4118",2018-02-03 20:37:00,"","","","","","",""
"4119",2018-02-03 20:38:00,"","","","","","",""
"4120",2018-02-03 20:39:00,"","","","","","",""
"4121",2018-02-03 20:40:00,"","","","","","",""
"4122",2018-02-03 20:41:00,"","","","","","",""
"4123",2018-02-03 20:42:00,"","","","","","",""
"4124",2018-02-03 20:43:00,"","","","","","",""
"4125",2018-02-03 20:44:00,"","","","","","",""
"4126",2018-02-03 20:45:00,"","","","","","",""
"4127",2018-02-03 20:46:00,"","","","","","",""
"4128",2018-02-03 20:47:00,"","","","","","",""
"4129",2018-02-03 20:48:00,"","","","","","",""
"4130",2018-02-03 20:49:00,"","","","","","",""
"4131",2018-02-03 20:50:00,"","","","","","",""
"4132",2018-02-03 20:51:00,"","","","","","",""
"4133",2018-02-03 20:52:00,"","","","","","",""
"4134",2018-02-03 20:53:00,"","","","","","",""
"4135",2018-02-03 20:54:00,"","","","","","",""
"4136",2018-02-03 20:55:00,"","","","","","",""
"4137",2018-02-03 20:56:00,"","","","","","",""
"4138",2018-02-03 20:57:00,"","","","","","",""
"4139",2018-02-03 20:58:00,"","","","","","",""
"4140",2018-02-03 20:59:00,"","","","","","",""
"4141",2018-02-03 21:00:00,"","","","","","",""
"4142",2018-02-03 21:01:00,"","","","","","",""
"4143",2018-02-03 21:02:00,"","","","","","",""
"4144",2018-02-03 21:03:00,"","","","","","",""
"4145",2018-02-03 21:04:00,"","","","","","",""
"4146",2018-02-03 21:05:00,"","","","","","",""
"4147",2018-02-03 21:06:00,"","","","","","",""
"4148",2018-02-03 21:07:00,"","","","","","",""
"4149",2018-02-03 21:08:00,"","","","","","",""
"4150",2018-02-03 21:09:00,"","","","","","",""
"4151",2018-02-03 21:10:00,"","","","","","",""
"4152",2018-02-03 21:11:00,"","","","","","",""
"4153",2018-02-03 21:12:00,"","","","","","",""
"4154",2018-02-03 21:13:00,"","","","","","",""
"4155",2018-02-03 21:14:00,"","","","","","",""
"4156",2018-02-03 21:15:00,"","","","","","",""
"4157",2018-02-03 21:16:00,"","","","","","",""
"4158",2018-02-03 21:17:00,"","","","","","",""
"4159",2018-02-03 21:18:00,"","","","","","",""
"4160",2018-02-03 21:19:00,"","","","","","",""
"4161",2018-02-03 21:20:00,"","","","","","",""
"4162",2018-02-03 21:21:00,"","","","","","",""
"4163",2018-02-03 21:22:00,"","","","","","",""
"4164",2018-02-03 21:23:00,"","","","","","",""
"4165",2018-02-03 21:24:00,"","","","","","",""
"4166",2018-02-03 21:25:00,"","","","","","",""
"4167",2018-02-03 21:26:00,"","","","","","",""
"4168",2018-02-03 21:27:00,"","","","","","",""
"4169",2018-02-03 21:28:00,"","","","","","",""
"4170",2018-02-03 21:29:00,"","","","","","",""
"4171",2018-02-03 21:30:00,"","","","","","",""
"4172",2018-02-03 21:31:00,"","","","","","",""
"4173",2018-02-03 21:32:00,"","","","","","",""
"4174",2018-02-03 21:33:00,"","","","","","",""
"4175",2018-02-03 21:34:00,"","","","","","",""
"4176",2018-02-03 21:35:00,"","","","","","",""
"4177",2018-02-03 21:36:00,"","","","","","",""
"4178",2018-02-03 21:37:00,"","","","","","",""
"4179",2018-02-03 21:38:00,"","","","","","",""
"4180",2018-02-03 21:39:00,"","","","","","",""
"4181",2018-02-03 21:40:00,"","","","","","",""
"4182",2018-02-03 21:41:00,"","","","","","",""
"4183",2018-02-03 21:42:00,"","","","","","",""
"4184",2018-02-03 21:43:00,"","","","","","",""
"4185",2018-02-03 21:44:00,"","","","","","",""
"4186",2018-02-03 21:45:00,"","","","","","",""
"4187",2018-02-03 21:46:00,"","","","","","",""
"4188",2018-02-03 21:47:00,"","","","","","",""
"4189",2018-02-03 21:48:00,"","","","","","",""
"4190",2018-02-03 21:49:00,"","","","","","",""
"4191",2018-02-03 21:50:00,"","","","","","",""
"4192",2018-02-03 21:51:00,"","","","","","",""
"4193",2018-02-03 21:52:00,"","","","","","",""
"4194",2018-02-03 21:53:00,"","","","","","",""
"4195",2018-02-03 21:54:00,"","","","","","",""
"4196",2018-02-03 21:55:00,"","","","","","",""
"4197",2018-02-03 21:56:00,"","","","","","",""
"4198",2018-02-03 21:57:00,"","","","","","",""
"4199",2018-02-03 21:58:00,"","","","","","",""
"4200",2018-02-03 21:59:00,"","","","","","",""
"4201",2018-02-03 22:00:00,"","","","","","",""
"4202",2018-02-03 22:01:00,"","","","","","",""
"4203",2018-02-03 22:02:00,"","","","","","",""
"4204",2018-02-03 22:03:00,"","","","","","",""
"4205",2018-02-03 22:04:00,"","","","","","",""
"4206",2018-02-03 22:05:00,"","","","","","",""
"4207",2018-02-03 22:06:00,"","","","","","",""
"4208",2018-02-03 22:07:00,"","","","","","",""
"4209",2018-02-03 22:08:00,"","","","","","",""
"4210",2018-02-03 22:09:00,"","","","","","",""
"4211",2018-02-03 22:10:00,"","","","","","",""
"4212",2018-02-03 22:11:00,"","","","","","",""
"4213",2018-02-03 22:12:00,"","","","","","",""
"4214",2018-02-03 22:13:00,"","","","","","",""
"4215",2018-02-03 22:14:00,"","","","","","",""
"4216",2018-02-03 22:15:00,"","","","","","",""
"4217",2018-02-03 22:16:00,"","","","","","",""
"4218",2018-02-03 22:17:00,"","","","","","",""
"4219",2018-02-03 22:18:00,"","","","","","",""
"4220",2018-02-03 22:19:00,"","","","","","",""
"4221",2018-02-03 22:20:00,"","","","","","",""
"4222",2018-02-03 22:21:00,"","","","","","",""
"4223",2018-02-03 22:22:00,"","","","","","",""
"4224",2018-02-03 22:23:00,"","","","","","",""
"4225",2018-02-03 22:24:00,"","","","","","",""
"4226",2018-02-03 22:25:00,"","","","","","",""
"4227",2018-02-03 22:26:00,"","","","","","",""
"4228",2018-02-03 22:27:00,"","","","","","",""
"4229",2018-02-03 22:28:00,"","","","","","",""
"4230",2018-02-03 22:29:00,"","","","","","",""
"4231",2018-02-03 22:30:00,"","","","","","",""
"4232",2018-02-03 22:31:00,"","","","","","",""
"4233",2018-02-03 22:32:00,"","","","","","",""
"4234",2018-02-03 22:33:00,"","","","","","",""
"4235",2018-02-03 22:34:00,"","","","","","",""
"4236",2018-02-03 22:35:00,"","","","","","",""
"4237",2018-02-03 22:36:00,"","","","","","",""
"4238",2018-02-03 22:37:00,"","","","","","",""
"4239",2018-02-03 22:38:00,"","","","","","",""
"4240",2018-02-03 22:39:00,"","","","","","",""
"4241",2018-02-03 22:40:00,"","","","","","",""
"4242",2018-02-03 22:41:00,"","","","","","",""
"4243",2018-02-03 22:42:00,"","","","","","",""
"4244",2018-02-03 22:43:00,"","","","","","",""
"4245",2018-02-03 22:44:00,"","","","","","",""
"4246",2018-02-03 22:45:00,"","","","","","",""
"4247",2018-02-03 22:46:00,"","","","","","",""
"4248",2018-02-03 22:47:00,"","","","","","",""
"4249",2018-02-03 22:48:00,"","","","","","",""
"4250",2018-02-03 22:49:00,"","","","","","",""
"4251",2018-02-03 22:50:00,"","","","","","",""
"4252",2018-02-03 22:51:00,"","","","","","",""
"4253",2018-02-03 22:52:00,"","","","","","",""
"4254",2018-02-03 22:53:00,"","","","","","",""
"4255",2018-02-03 22:54:00,"","","","","","",""
"4256",2018-02-03 22:55:00,"","","","","","",""
"4257",2018-02-03 22:56:00,"","","","","","",""
"4258",2018-02-03 22:57:00,"","","","","","",""
"4259",2018-02-03 22:58:00,"","","","","","",""
"4260",2018-02-03 22:59:00,"","","","","","",""
"4261",2018-02-03 23:00:00,"","","","","","",""
"4262",2018-02-03 23:01:00,"","","","","","",""
"4263",2018-02-03 23:02:00,"","","","","","",""
"4264",2018-02-03 23:03:00,"","","","","","",""
"4265",2018-02-03 23:04:00,"","","","","","",""
"4266",2018-02-03 23:05:00,"","","","","","",""
"4267",2018-02-03 23:06:00,"","","","","","",""
"4268",2018-02-03 23:07:00,"","","","","","",""
"4269",2018-02-03 23:08:00,"","","","","","",""
"4270",2018-02-03 23:09:00,"","","","","","",""
"4271",2018-02-03 23:10:00,"","","","","","",""
"4272",2018-02-03 23:11:00,"","","","","","",""
"4273",2018-02-03 23:12:00,"","","","","","",""
"4274",2018-02-03 23:13:00,"","","","","","",""
"4275",2018-02-03 23:14:00,"","","","","","",""
"4276",2018-02-03 23:15:00,"","","","","","",""
"4277",2018-02-03 23:16:00,"","","","","","",""
"4278",2018-02-03 23:17:00,"","","","","","",""
"4279",2018-02-03 23:18:00,"","","","","","",""
"4280",2018-02-03 23:19:00,"","","","","","",""
"4281",2018-02-03 23:20:00,"","","","","","",""
"4282",2018-02-03 23:21:00,"","","","","","",""
"4283",2018-02-03 23:22:00,"","","","","","",""
"4284",2018-02-03 23:23:00,"","","","","","",""
"4285",2018-02-03 23:24:00,"","","","","","",""
"4286",2018-02-03 23:25:00,"","","","","","",""
"4287",2018-02-03 23:26:00,"","","","","","",""
"4288",2018-02-03 23:27:00,"","","","","","",""
"4289",2018-02-03 23:28:00,"","","","","","",""
"4290",2018-02-03 23:29:00,"","","","","","",""
"4291",2018-02-03 23:30:00,"","","","","","",""
"4292",2018-02-03 23:31:00,"","","","","","",""
"4293",2018-02-03 23:32:00,"","","","","","",""
"4294",2018-02-03 23:33:00,"","","","","","",""
"4295",2018-02-03 23:34:00,"","","","","","",""
