"","TimeSeries","BroadcastTime","Transcript","TweetTime","Tweet","RTCount","IsRetweet","IsInfluenced"
"7502",2018-02-06 05:01:00,"","","","","","",""
"7503",2018-02-06 05:02:00,"","","","","","",""
"7504",2018-02-06 05:03:00,"","","","","","",""
"7505",2018-02-06 05:04:00,"","","","","","",""
"7506",2018-02-06 05:05:00,"","","","","","",""
"7507",2018-02-06 05:06:00,"","","","","","",""
"7508",2018-02-06 05:07:00,"","","","","","",""
"7509",2018-02-06 05:08:00,"","","","","","",""
"7510",2018-02-06 05:09:00,"","","","","","",""
"7511",2018-02-06 05:10:00,"","","","","","",""
"7512",2018-02-06 05:11:00,"","","","","","",""
"7513",2018-02-06 05:12:00,"","","","","","",""
"7514",2018-02-06 05:13:00,"","","","","","",""
"7515",2018-02-06 05:14:00,"","","","","","",""
"7516",2018-02-06 05:15:00,"","","","","","",""
"7517",2018-02-06 05:16:00,"","","","","","",""
"7518",2018-02-06 05:17:00,"","","","","","",""
"7519",2018-02-06 05:18:00,"","","","","","",""
"7520",2018-02-06 05:19:00,"","","","","","",""
"7521",2018-02-06 05:20:00,"","","","","","",""
"7522",2018-02-06 05:21:00,"","","","","","",""
"7523",2018-02-06 05:22:00,"","","","","","",""
"7524",2018-02-06 05:23:00,"","","","","","",""
"7525",2018-02-06 05:24:00,"","","","","","",""
"7526",2018-02-06 05:25:00,"","","","","","",""
"7527",2018-02-06 05:26:00,"","","","","","",""
"7528",2018-02-06 05:27:00,"","","","","","",""
"7529",2018-02-06 05:28:00,"","","","","","",""
"7530",2018-02-06 05:29:00,"","","","","","",""
"7531",2018-02-06 05:30:00,"","","","","","",""
"7532",2018-02-06 05:31:00,"","","","","","",""
"7533",2018-02-06 05:32:00,"","","","","","",""
"7534",2018-02-06 05:33:00,"","","","","","",""
"7535",2018-02-06 05:34:00,"","","","","","",""
"7536",2018-02-06 05:35:00,"","","","","","",""
"7537",2018-02-06 05:36:00,"","","","","","",""
"7538",2018-02-06 05:37:00,"","","","","","",""
"7539",2018-02-06 05:38:00,"","","","","","",""
"7540",2018-02-06 05:39:00,"","","","","","",""
"7541",2018-02-06 05:40:00,"","","","","","",""
"7542",2018-02-06 05:41:00,"","","","","","",""
"7543",2018-02-06 05:42:00,"","","","","","",""
"7544",2018-02-06 05:43:00,"","","","","","",""
"7545",2018-02-06 05:44:00,"","","","","","",""
"7546",2018-02-06 05:45:00,"","","","","","",""
"7547",2018-02-06 05:46:00,"","","","","","",""
"7548",2018-02-06 05:47:00,"","","","","","",""
"7549",2018-02-06 05:48:00,"","","","","","",""
"7550",2018-02-06 05:49:00,"","","","","","",""
"7551",2018-02-06 05:50:00,"","","","","","",""
"7552",2018-02-06 05:51:00,"","","","","","",""
"7553",2018-02-06 05:52:00,"","","","","","",""
"7554",2018-02-06 05:53:00,"","","","","","",""
"7555",2018-02-06 05:54:00,"","","","","","",""
"7556",2018-02-06 05:55:00,"","","","","","",""
"7557",2018-02-06 05:56:00,"","","","","","",""
"7558",2018-02-06 05:57:00,"","","","","","",""
"7559",2018-02-06 05:58:00,"","","","","","",""
"7560",2018-02-06 05:59:00,"","","","","","",""
"7561",2018-02-06 06:00:00,"2018-02-06 06:00:00","security scanners but can't because they are caught up in bureaucratic red tape. >> we learned the suspected drunk driver who killed an nfl player was in the country illegally  indiana state police say guatemalan national has twice been deported and previous dui convictions  accused of plowing into indianapolis colts linebacker edwin jackson and his uber driver killing them both and giving a fake name. his blood-alcohol level was three times the legal limit and is awaiting charges  he was deported from sanctuary city of san francisco in 2007  and 2009. the fate of donald trump's border wall may be in the hands of a federal judge he called out for being biased against him. he is hearing a case this friday to determine whether the 	commander-in-chief can waive environmental laws to build parts of the southern border wall. that began in 2016 when donald trump secured the mexican heritage created a conflict of interest in his ruling about trump university. rob: julian assange could walk out a free man for the first time in five years he has been stuck in that building. a british court will rule on his bid to drop a warrant for his arrest for violating bail related to crimes in sweden where the charges have been dropped. if the judge rules in his favor  could leave the ecuadorian embassy where he has been in asylum since 2012  was six years  julian assange has feared extradition to the united states after publishing secret military documents. we will see what happens. >> outrage after uniformed officers asked to leave a restaurant for carrying his service weapon  officer andrew 	ward said he was that outback steakhouse when a manager told him to leave because they were a  quote  gun free zone. the restaurant apologizing saying a customer who claims she was scared for her life  police are shooting people  he was enjoying a meal with his wife and was given $100 gift card. rob: donald trump promised to eviscerate isis. >> last year i also pledged that we would work with our allies to distinguish isis  the coalition to defeat isis has liberated very close to 100% of the territory just recently held by these killers in iraq and syria. rob: we just learned american troops are slowly moving out of iraq following the fall of isis and are heading to afghanistan. >> what does this mean in the 	war on terror and why isn't the media talking about the military aspect victory overseas? joining us is retired lieutenant colonel tom mcinerney  thank you for being here. let's start with great news we have seen in this fight  the land that isis took over in the vacuum we talked about in syria and iraq  a lot has been liberated  close to 100%  fantastic news  right? >> absolutely  the president has done what he said he was going to do  changed the rules of engagement  but the focus on air power and ground forces to take out 98% of isis which is 100%  the right moves. jillian: 17 years since we have been in afghanistan was or what point do you see this coming to an end and sending more troops right now? >> i have no problem sending more troops there. 	i have a problem not attacking the taliban and isis forces that moved into pakistan. the telegram could not have survived the last 17 years unless pakistan was supporting them  a refuge from our air power and ground forces. until the pakistanis take them out  we know where they are in pakistan  use precision air power to take them out  that is what we have got to do if we want to win in afghanistan. rob: wise the situation so pakistan complicated? we have a fake really relationship where we sound usama bin laden in 2008  2009  country you say supports terror  very dirty past of doing bad things that are anti-west. why do we pretend the relationship is good? why have we in the past under 	the previous administration? >> we are dependent upon pakistan for logistics and our logistics forces resupply for afghanistan go through pakistan but we need  apologize for the pun  we need to have a come to jesus meeting with them saying you either take them out or we're going to take them out for you and it is either/or and we have a president who has the courage  the diplomatic abilities to negotiate that with them. the isi is supporting  they are based on the issues so that is what we have got to lay the law down. jillian: anything else you would be doing if you were lawmaking? >> yes. our forces in afghanistan to retake territory we lost when president obama pulled our forces out. i wouldn't increase more than what the administration is doing but i focus on those assets and 	using more airpower because where the taliban and and isis forces are. i would put more focus on that using more airpower to take them out. rob: more work to be done  thank you for coming on this morning  appreciate your time. jillian: 36 minutes after the era  janice dean joining us in studio with the forecast. >> good morning  cold temperatures in the northern plains and great lakes and another storm on the way tomorrow across the northeast  it will get its act together overnight across the south  the deep south ohio  tennessee river valley  mississippi river valley  in the interior northeast and great lakes region and across the rockies. all the ingredients will come together for significant i think event across the ohio and 	tennessee river valley as we head overnights and wednesday and to the northeast mainly a rain event across coastal areas  northwest of new york city  that is a line of freezing rain and sleet i am concerned with especially tomorrow morning so we will give you updates  you see potential for i think across the ohio and tennessee river valley to the northeast  and around new york city  we have that rain  sleet  freezing rain line  your local forecast  keep you up to date but it will be a tricky forecast heading into tomorrow's rush hour. jillian: not good timing. 37 minutes after the hour  this legal immigrant killed by an illegal immigrant an example of the problems with the immigration system. the liberal policies on illegals insanity on steroids  she joins us live next. rob: high-level document 	outlining homeland security procedures for potential attacks on the super bowl found in the pocket of an airplane seat. how in the world does that happen? jillian: out frank  nancy pelosi and ben schapiro all invited to speak on a college campus but guess which speaker is getting the runaround? we will be right back. ♪ (siren wailing) 	(barry murrey) when you have a really traumatic injury  	we have a short amount of time to get our patient to the hospital with good results. we call that the golden hour. evaluating patients remotely is where i think we have a potential to make a difference. (barry murrey) we would save a lot of lives if we could bring the doctor to the patient. verizon is racing to build the first and most powerful 5g network that will enable things like precision robotic surgery from thousands of miles away. as we get faster wireless connections  it'll be possible to be able to operate on a patient in a way that was just not possible before. when i move my hand  the robot on the other side will mimic the movement  with almost no delay. who knew a scalpel could work thousands of miles away? ♪ 	jillian: welcome back  high-level security documents found in a commercial plane seat pocket. one of their employees found four official use only  it is a response to a simulated anthrax attack in minneapolis  not known who left the document on the plane but dhs is investigating  the whatever $560 million 	powerball jackpot is suing the state that made her rich  the woman calling herself jane doe filed a complaint against the lottery commission to keep her name anonymous. she didn't mean to sell her name on the back of the ticket allowing it to be made public  they denied request to have a trustee re-sign the ticket. elizabeth warren and out frank and spoke there but the university of minnesota trying to silence conservative speaker ben schapiro. the school taking the politically collect roots to avoid process from the left claiming scheduling conflict despite no other requests made for the same time. instead several miles away from main campus. free-speech comes at a price  uc berkeley spending $4 million for security costs on three campus event  taxpayer-funded university revealing it spent millions for an outside police officer paying for overtime ambulances and other costs. 	two of the events were conservative commentators including ben schapiro  the university calling the security necessary. rob: a legal immigrant whose son dominic was killed by an illegal immigrant in california. the founding member of advocates for victims fighting legislation that allows illegals to stay in this country  the group is partnering up with sheriff's from across the nation urging congress to put the safety of the american people first. live this morning  thank you for coming on with us today. it is a heartbreaking story for you and if you could tell us what happened to your son. >> dominic was my only child  my best friend  30 years old  911 	dispatcher and on july 12  2012  in california  he was riding his motorcycle to work when an illegal alien from guatemala two felonies  two duis turned his unregistered truck in front of my son and hit him so hard that he threw him into a wall on the sidewalk where he died instantly and the illegal alien received nine months probation with a misdemeanor with gross negligence and served 35 days. rob: that is outrageous and we are sorry to hear that is a similar story in the news this week with an illegal immigrant in indiana twice deported killing and indianapolis colts football player we just heard about  a similar story. when you see a number of mayors in this country and governors claiming sanctuary city  sanctuary state status trying to 	protect people illegally from being deported when they commit other crimes. how does that make you feel? >> i get very angry and it is an insult to every law-abiding american and every law-abiding legal immigrant like myself. they overruled them all  take it into their own hands and risk every americans life by doing what they do. it needs to stop. >> we have a pending immigration negotiation which has been a nightmare and we are facing another government shutdown  the president has gone left on this and offered 1.8 million people legal status in this country if he can get his border wall. it must be a difficult decision on what to support in this situation because that is amnesty for quite a few people  more than democrats were asking 	for. >> we are enforcing and screaming about we need three more things  we need e-verify  we need to stop century city's from existing and we need interior robust enforcement and these amnesties doesn't sit well with me  not what donald trump promised me to my face  he promised me know amnesty. can't allow people because they were snuck in here or brought here to give them citizenship in the end. i had to earn it. >> i hear that from so many people from europe  they have to go through such a process because they don't have the convenience of a land border with the united states you can simply walk across. it is not fair to most europeans  africans and asians in the world. my final question you have taken 	but it has to be done right. rob: thank you so much for your time and thank you for giving this country your son who did a wonderful job  our hearts are with you. jillian: 12 minutes until the top of the hour. coming up on ""fox and friends "" peter texas sat down with voters in ohio following donald trump's yesterday. rob: what is for breakfast? good morning. >> reporter: biscuits and gravy  best i ever had in my life  at holly's home cooking  breakfast with friends this morning talking to the people  not the pundits as we always do  yesterday we stopped outside cincinnati at the shepherd corporation where donald trump spoke to those employees  we spoke to some of those employees who received a $1000 trump bonus and here's what they had to say about that. >> tax reform is helping me anytime i can get more money in my pocket and seems to be doing 	a lot better  we are really busy right now so those are all good things. >> $1000 bonus some call breadcrumbs  what do you spend that on? >> bills  getting caught up  starting the year ahead. >> our businesses trended up right now. more requests  more orders  orders from customers we haven't heard from in quite a while so business is picking up. >> to a man or woman they were insulted by the idea that $1000 is breadcrumbs  we will talk to one of those employees who received a bonus  she will be with us at 7:30 eastern time and have two representatives from ohio as well as judge andrew napolitano. we will be talking to folks all morning long  the pulse of the people to you on ""fox and friends "" stick around. 	♪ ♪ build and run apps anywhere you like  while keeping your competitors at bay. the ibm cloud. the cloud for smarter business. gathered here are the world's finest insurance experts. rodney -- mastermind of discounts like safe driver  paperless. the list goes on. how about a discount for long lists? gold. mara  you save our customers hundreds for switching almost effortlessly. it's a gift. and jamie. -present. -together we are unstoppable. so  what are we gonna do? ♪ insurance. that's kind of what we do here. 	rob: we were just talking about this  show of force intensified against the delavan. jillian: record number of airstrikes dropped on a training camp taking a terrorist fighters  the b-52 bombers destroying several afghan national army vehicles in the process of being converted into explosive devices. now to a foxbusiness alert  the market opening hours from now  one day after the dow jones suffered a historic drop losing 1100 points in one day. 	>> a wild ride yesterday. >> another wild ride looking at the future  down 500 points  down  getting whiplash  we close down 11 075 points. and the percentage drop. the most we ever heard and at the lowest  1600 points yesterday. we erased all those gains for 2018  the dow is down 1.5%  the s&p is down  barely at 0.9% so we will see what happens. and the correction was probably a long time coming. 	>> the stock market is not the economy. we have a strong economy and the reason it is going down. >> free beer on thursday. >> that is correct  bud light making good on a promise to give eagles fans free beer. and getting one free bud light. . . 	its technology was engineered to see... (beeping) while its design was meant to be seen. experience the new 2018 lexus nx  and the nx hybrid. experience amazing  at your lexus dealer. america's #1 detergent? why did we re-engineer because performance clothes have changed  but the challenge remains the same. and the olympic stage demands the brightest colors and the toughest stains come with their own rewards we've re-engineered tide because no matter what life brings  our commitment to clean remains the same now with 10x the cleaning power  tide  america's #1 detergent 	[ click  keyboard clacking ] [ keyboard clacking ] [ click  keyboard clacking ] ♪ good questions lead to good answers. our advisors can help you find both. talk to one today and see why we're bullish on the future. yours. 	rob: time for the good  the bad  and the ugly. first  the good. a long-time eagles fan finally getting to pop a cork off a bottle of champagne that's been in his fridge since 1980. 87-year-old bought it when they played super bowl 15. vowing not to open it until the eagles took home the title. jillian: tardy wedding guests 911 for escort. and it goes as you would expect. watch. >> 911 emergency. >> hi  is it possible to get a police officer to escort us to a wedding because we are late. >> no  that's definitely not something the deputy would do. >> oh  okay. jillian: definitely not. the palm beach florida sharing the embarrassment on social media as reminder 911 is for emergencies only. 	rob: dog nearly burns down a house after trying to get leftover pancakes. sparking a kitchen fire within minutes. everybody is okay. they come in. they put the fire out. and dog is fine. jillian: share the pancakes and have a good day. rob: see you later. ♪ na na na na ♪ yeah  this is my town ♪ na na na na that ♪ this is my town ♪ i was born and i was raised. brian: got to be able to fit all those people in this show in three hours. ainsley: we have a big run down for you. isn't it nice to go back home? that song always reminds me of going back home. steve: busy tuesday live from new york city. first  straight to our top story. it is the","","","","",""
"7562",2018-02-06 06:01:00,"","","","","","",""
"7563",2018-02-06 06:02:00,"","","","","","",""
"7564",2018-02-06 06:03:00,"","","","","","",""
"7565",2018-02-06 06:04:00,"","","","","","",""
"7566",2018-02-06 06:05:00,"","","","","","",""
"7567",2018-02-06 06:06:00,"","","","","","",""
"7568",2018-02-06 06:07:00,"","","","","","",""
"7569",2018-02-06 06:08:00,"","","","","","",""
"7570",2018-02-06 06:09:00,"","","","","","",""
"7571",2018-02-06 06:10:00,"","","","","","",""
"7572",2018-02-06 06:11:00,"","","","","","",""
"7573",2018-02-06 06:12:00,"","","","","","",""
"7574",2018-02-06 06:13:00,"","","","","","",""
"7575",2018-02-06 06:14:00,"","","","","","",""
"7576",2018-02-06 06:15:00,"","","","","","",""
"7577",2018-02-06 06:16:00,"","","","","","",""
"7578",2018-02-06 06:17:00,"","","","","","",""
"7579",2018-02-06 06:18:00,"","","","","","",""
"7580",2018-02-06 06:19:00,"","","","","","",""
"7581",2018-02-06 06:20:00,"","","","","","",""
"7582",2018-02-06 06:21:00,"","","","","","",""
"7583",2018-02-06 06:22:00,"","","","","","",""
"7584",2018-02-06 06:23:00,"","","","","","",""
"7585",2018-02-06 06:24:00,"","","","","","",""
"7586",2018-02-06 06:25:00,"","","","","","",""
"7587",2018-02-06 06:26:00,"","","","","","",""
"7588",2018-02-06 06:27:00,"","","","","","",""
"7589",2018-02-06 06:28:00,"","","","","","",""
"7590",2018-02-06 06:29:00,"","","","","","",""
"7591",2018-02-06 06:30:00,"","","","","","",""
"7592",2018-02-06 06:31:00,"","","","","","",""
"7593",2018-02-06 06:32:00,"","","","","","",""
"7594",2018-02-06 06:33:00,"","","","","","",""
"7595",2018-02-06 06:34:00,"","","","","","",""
"7596",2018-02-06 06:35:00,"","","","","","",""
"7597",2018-02-06 06:36:00,"","","","","","",""
"7598",2018-02-06 06:37:00,"","","","","","",""
"7599",2018-02-06 06:38:00,"","","","","","",""
"7600",2018-02-06 06:39:00,"","","","","","",""
"7601",2018-02-06 06:40:00,"","","","","","",""
"7602",2018-02-06 06:41:00,"","","","","","",""
"7603",2018-02-06 06:42:00,"","","","","","",""
"7604",2018-02-06 06:43:00,"","","","","","",""
"7605",2018-02-06 06:44:00,"","","","","","",""
"7606",2018-02-06 06:45:00,"","","","","","",""
"7607",2018-02-06 06:46:00,"","","","","","",""
"7608",2018-02-06 06:47:00,"","","","","","",""
"7609",2018-02-06 06:48:00,"","","","","","",""
"7610",2018-02-06 06:49:00,"","","","","","",""
"7611",2018-02-06 06:50:00,"","","","","","",""
"7612",2018-02-06 06:51:00,"","","","","","",""
"7613",2018-02-06 06:52:00,"","","","","","",""
"7614",2018-02-06 06:53:00,"","","","","","",""
"7615",2018-02-06 06:54:00,"","","","","","",""
"7616",2018-02-06 06:55:00,"","","","","","",""
"7617",2018-02-06 06:56:00,"","","","","","",""
"7618",2018-02-06 06:57:00,"","","","","","",""
"7619",2018-02-06 06:58:00,"","","","","","",""
"7620",2018-02-06 06:59:00,"","","","","","",""
"7621",2018-02-06 07:00:00,"","","","","","",""
"7622",2018-02-06 07:01:00,"","","","","","",""
"7623",2018-02-06 07:02:00,"","","","","","",""
"7624",2018-02-06 07:03:00,"","","","","","",""
"7625",2018-02-06 07:04:00,"","","","","","",""
"7626",2018-02-06 07:05:00,"","","","","","",""
"7627",2018-02-06 07:06:00,"","","","","","",""
"7628",2018-02-06 07:07:00,"","","","","","",""
"7629",2018-02-06 07:08:00,"","","","","","",""
"7630",2018-02-06 07:09:00,"","","","","","",""
"7631",2018-02-06 07:10:00,"","","","","","",""
"7632",2018-02-06 07:11:00,"","","","","","",""
"7633",2018-02-06 07:12:00,"","","","","","",""
"7634",2018-02-06 07:13:00,"","","","","","",""
"7635",2018-02-06 07:14:00,"","","","","","",""
"7636",2018-02-06 07:15:00,"","","","","","",""
"7637",2018-02-06 07:16:00,"","","","","","",""
"7638",2018-02-06 07:17:00,"","","","","","",""
"7639",2018-02-06 07:18:00,"","","","","","",""
"7640",2018-02-06 07:19:00,"","","","","","",""
"7641",2018-02-06 07:20:00,"","","","","","",""
"7642",2018-02-06 07:21:00,"","","","","","",""
"7643",2018-02-06 07:22:00,"","","","","","",""
"7644",2018-02-06 07:23:00,"","","","","","",""
"7645",2018-02-06 07:24:00,"","","","","","",""
"7646",2018-02-06 07:25:00,"","","","","","",""
"7647",2018-02-06 07:26:00,"","","","","","",""
"7648",2018-02-06 07:27:00,"","","","","","",""
"7649",2018-02-06 07:28:00,"","","","","","",""
"7650",2018-02-06 07:29:00,"","","","","","",""
"7651",2018-02-06 07:30:00,"","","","","","",""
"7652",2018-02-06 07:31:00,"","","","","","",""
"7653",2018-02-06 07:32:00,"","","","","","",""
"7654",2018-02-06 07:33:00,"","","","","","",""
"7655",2018-02-06 07:34:00,"","","","","","",""
"7656",2018-02-06 07:35:00,"","","","","","",""
"7657",2018-02-06 07:36:00,"","","","","","",""
"7658",2018-02-06 07:37:00,"","","","","","",""
"7659",2018-02-06 07:38:00,"","","","","","",""
"7660",2018-02-06 07:39:00,"","","","","","",""
"7661",2018-02-06 07:40:00,"","","","","","",""
"7662",2018-02-06 07:41:00,"","","","","","",""
"7663",2018-02-06 07:42:00,"","","","","","",""
"7664",2018-02-06 07:43:00,"","","","","","",""
"7665",2018-02-06 07:44:00,"","","","","","",""
"7666",2018-02-06 07:45:00,"","","","","","",""
"7667",2018-02-06 07:46:00,"","","","","","",""
"7668",2018-02-06 07:47:00,"","","","","","",""
"7669",2018-02-06 07:48:00,"","","","","","",""
"7670",2018-02-06 07:49:00,"","","","","","",""
"7671",2018-02-06 07:50:00,"","","","","","",""
"7672",2018-02-06 07:51:00,"","","","","","",""
"7673",2018-02-06 07:52:00,"","","","","","",""
"7674",2018-02-06 07:53:00,"","","","","","",""
"7675",2018-02-06 07:54:00,"","","","","","",""
"7676",2018-02-06 07:55:00,"","","","","","",""
"7677",2018-02-06 07:56:00,"","","","","","",""
"7678",2018-02-06 07:57:00,"","","","","","",""
"7679",2018-02-06 07:58:00,"","","","","","",""
"7680",2018-02-06 07:59:00,"","","","","","",""
"7681",2018-02-06 08:00:00,"","","","","","",""
"7682",2018-02-06 08:01:00,"","","","","","",""
"7683",2018-02-06 08:02:00,"","","","","","",""
"7684",2018-02-06 08:03:00,"","","","","","",""
"7685",2018-02-06 08:04:00,"","","","","","",""
"7686",2018-02-06 08:05:00,"","","","","","",""
"7687",2018-02-06 08:06:00,"","","","","","",""
"7688",2018-02-06 08:07:00,"","","","","","",""
"7689",2018-02-06 08:08:00,"","","","","","",""
"7690",2018-02-06 08:09:00,"","","","","","",""
"7691",2018-02-06 08:10:00,"","","","","","",""
"7692",2018-02-06 08:11:00,"","","","","","",""
"7693",2018-02-06 08:12:00,"","","","","","",""
"7694",2018-02-06 08:13:00,"","","","","","",""
"7695",2018-02-06 08:14:00,"","","","","","",""
"7696",2018-02-06 08:15:00,"","","","","","",""
"7697",2018-02-06 08:16:00,"","","","","","",""
"7698",2018-02-06 08:17:00,"","","","","","",""
"7699",2018-02-06 08:18:00,"","","","","","",""
"7700",2018-02-06 08:19:00,"","","","","","",""
"7701",2018-02-06 08:20:00,"","","","","","",""
"7702",2018-02-06 08:21:00,"","","","","","",""
"7703",2018-02-06 08:22:00,"","","","","","",""
"7704",2018-02-06 08:23:00,"","","","","","",""
"7705",2018-02-06 08:24:00,"","","","","","",""
"7706",2018-02-06 08:25:00,"","","","","","",""
"7707",2018-02-06 08:26:00,"","","","","","",""
"7708",2018-02-06 08:27:00,"","","","","","",""
"7709",2018-02-06 08:28:00,"","","","","","",""
"7710",2018-02-06 08:29:00,"","","","","","",""
"7711",2018-02-06 08:30:00,"","","","","","",""
"7712",2018-02-06 08:31:00,"","","","","","",""
"7713",2018-02-06 08:32:00,"","","","","","",""
"7714",2018-02-06 08:33:00,"","","2018-02-06 08:32:57","So disgraceful that a person illegally in our country killed @Colts linebacker Edwin Jackson. This is just one of many such preventable tragedies. We must get the Dems to get tough on the Border and with illegal immigration FAST!","36082","false",""
"7715",2018-02-06 08:34:00,"","","","","","",""
"7716",2018-02-06 08:35:00,"","","","","","",""
"7717",2018-02-06 08:36:00,"","","","","","",""
"7718",2018-02-06 08:37:00,"","","2018-02-06 08:37:00","My prayers and best wishes are with the family of Edwin Jackson a wonderful young man whose life was so senselessly taken. @Colts","20900","false",""
"7719",2018-02-06 08:38:00,"","","","","","",""
"7720",2018-02-06 08:39:00,"","","","","","",""
"7721",2018-02-06 08:40:00,"","","","","","",""
"7722",2018-02-06 08:41:00,"","","","","","",""
"7723",2018-02-06 08:42:00,"","","","","","",""
"7724",2018-02-06 08:43:00,"","","","","","",""
"7725",2018-02-06 08:44:00,"","","","","","",""
"7726",2018-02-06 08:45:00,"","","","","","",""
"7727",2018-02-06 08:46:00,"","","","","","",""
"7728",2018-02-06 08:47:00,"","","","","","",""
"7729",2018-02-06 08:48:00,"","","","","","",""
"7730",2018-02-06 08:49:00,"","","","","","",""
"7731",2018-02-06 08:50:00,"","","","","","",""
"7732",2018-02-06 08:51:00,"","","","","","",""
"7733",2018-02-06 08:52:00,"","","","","","",""
"7734",2018-02-06 08:53:00,"","","","","","",""
"7735",2018-02-06 08:54:00,"","","","","","",""
"7736",2018-02-06 08:55:00,"","","","","","",""
"7737",2018-02-06 08:56:00,"","","","","","",""
"7738",2018-02-06 08:57:00,"","","","","","",""
"7739",2018-02-06 08:58:00,"","","","","","",""
"7740",2018-02-06 08:59:00,"","","","","","",""
"7741",2018-02-06 09:00:00,"","","","","","",""
"7742",2018-02-06 09:01:00,"","","","","","",""
"7743",2018-02-06 09:02:00,"","","","","","",""
"7744",2018-02-06 09:03:00,"","","","","","",""
"7745",2018-02-06 09:04:00,"","","","","","",""
"7746",2018-02-06 09:05:00,"","","","","","",""
"7747",2018-02-06 09:06:00,"","","","","","",""
"7748",2018-02-06 09:07:00,"","","","","","",""
"7749",2018-02-06 09:08:00,"","","","","","",""
"7750",2018-02-06 09:09:00,"","","","","","",""
"7751",2018-02-06 09:10:00,"","","","","","",""
"7752",2018-02-06 09:11:00,"","","","","","",""
"7753",2018-02-06 09:12:00,"","","","","","",""
"7754",2018-02-06 09:13:00,"","","","","","",""
"7755",2018-02-06 09:14:00,"","","","","","",""
"7756",2018-02-06 09:15:00,"","","","","","",""
"7757",2018-02-06 09:16:00,"","","","","","",""
"7758",2018-02-06 09:17:00,"","","","","","",""
"7759",2018-02-06 09:18:00,"","","","","","",""
"7760",2018-02-06 09:19:00,"","","","","","",""
"7761",2018-02-06 09:20:00,"","","","","","",""
"7762",2018-02-06 09:21:00,"","","","","","",""
"7763",2018-02-06 09:22:00,"","","","","","",""
"7764",2018-02-06 09:23:00,"","","","","","",""
"7765",2018-02-06 09:24:00,"","","","","","",""
"7766",2018-02-06 09:25:00,"","","","","","",""
"7767",2018-02-06 09:26:00,"","","","","","",""
"7768",2018-02-06 09:27:00,"","","","","","",""
"7769",2018-02-06 09:28:00,"","","","","","",""
"7770",2018-02-06 09:29:00,"","","","","","",""
"7771",2018-02-06 09:30:00,"","","","","","",""
"7772",2018-02-06 09:31:00,"","","","","","",""
"7773",2018-02-06 09:32:00,"","","","","","",""
"7774",2018-02-06 09:33:00,"","","","","","",""
"7775",2018-02-06 09:34:00,"","","","","","",""
"7776",2018-02-06 09:35:00,"","","","","","",""
"7777",2018-02-06 09:36:00,"","","","","","",""
"7778",2018-02-06 09:37:00,"","","","","","",""
"7779",2018-02-06 09:38:00,"","","","","","",""
"7780",2018-02-06 09:39:00,"","","","","","",""
"7781",2018-02-06 09:40:00,"","","","","","",""
"7782",2018-02-06 09:41:00,"","","","","","",""
"7783",2018-02-06 09:42:00,"","","","","","",""
"7784",2018-02-06 09:43:00,"","","","","","",""
"7785",2018-02-06 09:44:00,"","","","","","",""
"7786",2018-02-06 09:45:00,"","","","","","",""
"7787",2018-02-06 09:46:00,"","","","","","",""
"7788",2018-02-06 09:47:00,"","","","","","",""
"7789",2018-02-06 09:48:00,"","","","","","",""
"7790",2018-02-06 09:49:00,"","","","","","",""
"7791",2018-02-06 09:50:00,"","","","","","",""
"7792",2018-02-06 09:51:00,"","","","","","",""
"7793",2018-02-06 09:52:00,"","","","","","",""
"7794",2018-02-06 09:53:00,"","","","","","",""
"7795",2018-02-06 09:54:00,"","","","","","",""
"7796",2018-02-06 09:55:00,"","","","","","",""
"7797",2018-02-06 09:56:00,"","","","","","",""
"7798",2018-02-06 09:57:00,"","","","","","",""
"7799",2018-02-06 09:58:00,"","","","","","",""
"7800",2018-02-06 09:59:00,"","","","","","",""
"7801",2018-02-06 10:00:00,"","","","","","",""
"7802",2018-02-06 10:01:00,"","","","","","",""
"7803",2018-02-06 10:02:00,"","","","","","",""
"7804",2018-02-06 10:03:00,"","","","","","",""
"7805",2018-02-06 10:04:00,"","","","","","",""
"7806",2018-02-06 10:05:00,"","","","","","",""
"7807",2018-02-06 10:06:00,"","","","","","",""
"7808",2018-02-06 10:07:00,"","","","","","",""
"7809",2018-02-06 10:08:00,"","","","","","",""
"7810",2018-02-06 10:09:00,"","","","","","",""
"7811",2018-02-06 10:10:00,"","","","","","",""
"7812",2018-02-06 10:11:00,"","","","","","",""
"7813",2018-02-06 10:12:00,"","","","","","",""
"7814",2018-02-06 10:13:00,"","","","","","",""
"7815",2018-02-06 10:14:00,"","","","","","",""
"7816",2018-02-06 10:15:00,"","","","","","",""
"7817",2018-02-06 10:16:00,"","","","","","",""
"7818",2018-02-06 10:17:00,"","","","","","",""
"7819",2018-02-06 10:18:00,"","","","","","",""
"7820",2018-02-06 10:19:00,"","","","","","",""
"7821",2018-02-06 10:20:00,"","","","","","",""
"7822",2018-02-06 10:21:00,"","","","","","",""
"7823",2018-02-06 10:22:00,"","","","","","",""
"7824",2018-02-06 10:23:00,"","","","","","",""
"7825",2018-02-06 10:24:00,"","","","","","",""
"7826",2018-02-06 10:25:00,"","","","","","",""
"7827",2018-02-06 10:26:00,"","","","","","",""
"7828",2018-02-06 10:27:00,"","","","","","",""
"7829",2018-02-06 10:28:00,"","","","","","",""
"7830",2018-02-06 10:29:00,"","","","","","",""
"7831",2018-02-06 10:30:00,"","","","","","",""
